管理組織名稱,地址門牌,使照號碼,核准日期,核准文號,證書編號
長泰大樓管理負責人:楊崇賢,桃園區中平路136號等,(97)桃縣工建使字第桃01173號,097/08/27,'0970280884,'
當代名門第一期公寓大廈,桃園區中平路15-5號,(78)桃縣工建使字第01110號,095/08/24,'0950211968,'950178
市中星,桃園區中平路142號,(85)桃縣工建使字第00072號,086/07/15,'8600136539,'860198
東方明珠社區大廈管理委員會,桃園區中平路143-145號,(84)桃縣工建使字第00307號,099/05/25,'0990198563,'990115
達鋒華廈,桃園區中平路150-2號,(82)桃縣建使字第00063號,088/02/25,'8800038242,'880036
尚莊大廈,桃園區中平路166-1號4樓,(83)桃縣建使字第00166號,088/10/14,'8800223800,'880181
優仕雅築,桃園區中平路175-179號,(85)桃縣工建使字第其178號,086/02/25,'8600035792,'860049
翰林雅築社區管理委員會,桃園區中平路176號4樓,(94)桃縣工建使字第桃00557號,095/04/20,'0950112335,'950074
當代名門NO.2管理委員會,桃園區中平路18號2樓-2,(79)桃縣工建使字第00109號,105/12/09,'1050072190,'105046
吾家麗公寓大廈管理委員會,桃園區中平路77巷22號8樓之3,(82)桃縣建使字第00326號,088/09/30,'8800212132,'880167
登瑞新都管理委員會,桃園區中平路95號,(84)桃縣建使字第00113號,086/11/18,'8600227226,'860306
亞洲商業大樓管理委員會,桃園區中平路98~102號,(82)桃縣工建使字第0134號,100/05/25,'1000202249,'100109
義木興社區,桃園區中正三街135號5樓等,(96)桃縣工建使字第桃00682號,096/11/09,'0960379434,'960229
桃李春風管理委員會,桃園區中正三街137號6樓之5,使照：84工建使其356,099/08/06,'0990305276,'990193
中正美館公寓大廈管理委員會,桃園區中正三街151號,(100)桃縣工建使字第桃00283號,100/07/29,'1000301116,'100154
中正悅光社區管理委員會,桃園區中正三街177號,(97)桃縣工建使字第桃00925號,102/08/02,'1020192411,'102176
曜園公寓大廈管理委員會,桃園區中正三街200巷12號,(97)桃縣工建使字第桃00394號,099/01/04,'0990001178,'099003
音悅琉璃社區,桃園區中正三街342號(管理員室),(94)桃縣工建使字第桃00531號,095/01/24,'0950026747,'950019
喜來登大樓管理委員會,桃園區中正五街137號7樓-1,(84)桃縣工建使字第其0411號,086/11/24,'8600231094,'860316
長堤小鎮社區,桃園區中正五街155號,(87)桃縣工建使字第桃00852號,088/01/22,'8800017272,'880018
長堤好萊屋社區管理委員會,桃園區中正五街198號等,(85)桃縣工建使字第桃0其93號,100/02/14,'1000053843,'100033
御園NO5管理負責人,桃園區中正五街241號等,(96)桃縣工建使字第桃02122號,099/05/17,'0990187474,'099106
紫京城大廈管理委員會,桃園區中正五街290號,(83)桃縣建使字第00290號,086/03/12,'8600044714,'860064
賜富社區,桃園區中正里9鄰中山路658巷2弄4號,(101)桃縣工建使字第桃01223號,102/02/18,'1020040037,'102025
中正帝國大樓,桃園區中正路1015號,(83)桃縣工建使字第00143號,085/11/06,'8500257092,'860069
美景大樓管理負責人,桃園區中正路1063號,(101)桃縣工建使字第桃00829號,101/12/04,'1010308370,'101260
中正大樓管理負責人,桃園區中正路1069號 等,(81)桃縣工建使字第00027號,106/06/26,'1060037903,'106018
世貿帝國大樓,桃園區中正路1071號,(81)桃縣建使字第00022號,087/11/11,'8700230281,'870240
五福大樓管理負責人,桃園區中正路1085號,(100)桃縣工建使字第桃00153號,100/06/15,'1000232355,'100128
竹城東京管理委員會,桃園區中正路1105號7樓,(93)桃縣工建使字第桃01312號,094/01/25,'0940023619,'940009
集賢薈館管理負責人,桃園區中正路1123號7樓,(97)桃縣工建使字第桃00108號,098/03/23,'0980106199,'100195
國泰同德金融大樓管理負責人,桃園區中正路1125號等,(98)桃縣工建使字第桃00218號,098/11/10,'0980444193,'980209
臻愛一世公寓大廈,桃園區中正路1165號,(93)桃縣工建使字第桃00400號,093/07/27,'0930187653,'930102
天立公寓大廈,桃園區中正路1195號,(80)桃縣建使字第00253號,090/04/03,'9000063669,'
永漢名人世界社區,桃園區中正路1209巷12弄12號2樓,(78)桃縣建管使字第01111號,086/02/01,'8600023036,'860025
中正鉅星,桃園區中正路1224巷1號7樓,(79)桃縣工建使字第00232號,090/03/15,'9000049113,'900040
摩天金融大樓,桃園區中正路1247-1249號,(81)桃縣建使字第00070號,086/08/05,'8600151375,'860218
勞斯來斯大別墅管理委員會,桃園區中正路1260巷34號,(77)桃縣建管使字第1000號，(77)桃縣建管使字第1648號,091/08/28,'0910187545,'910101
葛里法社區,桃園區中正路1308號,(95)桃縣工建使字第桃00648號,096/06/08,'0960189660,'096131
名人大廈,桃園區中正路1316-1322號,(85)桃縣建使字第00331號,087/06/19,'8700120381,'870125
中悅音樂廣場社區,桃園區中正路1331號,(92)桃縣工建使字第桃00100號,093/04/05,'0930078113,'930040
葛里芬大廈管理委員會,桃園區中正路1338號等,(91)桃縣工建使字第桃01739號,093/04/13,'0930086708,'930042
iF國際經貿中心管理委員會,桃園區中正路1351號等,(100)桃縣工建使字第桃00229號,101/01/05,'1010006718,'101005
閱讀翡冷翠社區管理委員會,桃園區中正路1376號等,(96)桃縣工建使字第桃00550號,096/11/05,'0960372208,'960223
中正綠園邸社區,桃園區中正路1381號,(86)桃縣建使字第00127號,087/02/12,'8700027047,'870027
摩天芳鄰社區管理委員會,桃園區中正路1388號,(83)桃縣建使字第00321號,086/05/30,'8600102292,'860152
合雄凰璽管理委員會,桃園區中正路1400號,(103)桃縣工建使字第桃00381號,103/10/29,'1030080534,'103240
宏銘經典管理委員會,桃園區中正路1416號,(83)桃縣建使字第00283號,087/08/11,'8700159034,'870172
大吾疆社區管理委員會,桃園區中正路1458號,(101)桃縣工建使字第桃01023號,102/07/22,'1020180796,'102164
中三商業樓管理負責人,桃園區中正路364號,(99)桃縣工建使字第桃00683號,101/03/29,'1010079587,'101053
桃園廿一世紀公寓大廈,桃園區中正路366號,(84)桃縣建使字第00326號,089/09/20,'8900190698,'890157
中正逸品大廈管理負責人,桃園區中正路442號,(99)桃縣工建使字第桃01163號,100/02/08,'1000047405,'100027
柔情都市社區,桃園區中正路448號,(86)桃縣建使字第00151號,087/09/17,'8700187883,'870199
中正商業大樓管理委員會,桃園區中正路465號,(76)桃縣工建使字第桃00084號,097/07/25,'970242348,'970121
富邦綜合商業大樓,桃園區中正路476號1樓,(82)桃縣建使字第00246號,089/01/25,'8900018921,'890017
頂好金贊大樓,桃園區中正路48巷9-6號,(79)桃縣工建使字第00001號,097/05/16,'0970156545,'970075
世界商業廣場管理委員會,桃園區中正路60號b1,(74)桃縣工建使字第0其27號,094/04/06,'0940088174,'940048
中正精華管理委員會,桃園區中正路610號等,(98)桃縣工建使字第桃00080號,098/12/09,'0980484588,'980245
柳屋社區,桃園區中正路657號等,(95)桃縣工建使字第桃01620號,095/10/26,'0950320491,'
捷寶花園廣場公寓大廈管理委員會,桃園區中正路708號,(96)桃縣工建使字第桃00374號,096/12/04,'0960405723,'960252
慈文大樓,桃園區中正路720 號,(79)桃縣建使字第00031號,088/12/14,'8800268832,'880212
中正祖寶管理負責人 楊政智,桃園區中正路726號等,(94)桃縣工建使字第桃00412號,097/04/28,'0970133580,'
中正巨星,桃園區中正路780號B1,(86)桃縣建使字第00148號,086/11/14,'8600224775,'860298
黎子豪890號公寓管理負責人,桃園區中正路890號,(97)桃縣工建使字第桃00466號,097/06/04,'0970176931,'
黎子豪892號公寓管理負責人,桃園區中正路892號,(97)桃縣工建使字第桃00467號,097/06/03,'0970176933,'
黎蕙菁896號公寓管理負責人,桃園區中正路896號,(97)桃縣工建使字第桃00468號,097/06/04,'0970176939,'
黎惠玲898號公寓管理負責人,桃園區中正路898號,(97)桃縣工建使字第桃00469號,097/06/04,'0970176941,'
黎璟葳900號公寓管理負責人,桃園區中正路900號,(97)桃縣工建使字第桃00470號,097/06/04,'0970176949,'
黎璟葳902號公寓管理負責人,桃園區中正路902號,(97)桃縣工建使字第桃00471號,097/06/04,'0970176951,'
黎清壽906號公寓管理負責人,桃園區中正路906號,(97)桃縣工建使字第桃00472號,097/06/04,'0970176955,'
演說家社區管理委員會,桃園區中正路915號,(84)桃縣建使字第00088號,085/12/07,'8500276644,'860230
金朋世貿中心管理委員會,桃園區中正路923號,(81)桃縣工建使字第其0175號,088/01/08,'8700502793,'870269
山富大樓管理負責人,桃園區中正路947號,(101)桃縣工建使字第桃00744號,101/10/16,'1010261221,'101208
花町社區,桃園區中正路987巷11弄21號,(93)桃縣工建使字第桃147-2號共2筆使照,094/09/28,'0940271255,'
新格名廈管理委員會,桃園區中州街18號4樓,(82)桃縣建使字第00354號,089/12/22,'8900259036,'890202
金品名園社區管理委員會,桃園區中州街43-1號,,101/08/14,'1010201955,'101147
千迅大廈管理負責人,桃園區中成里13鄰永安路395號,(102)桃縣工建使字第桃00791號,103/09/11,'1030065354,'103202
吉祥大樓管理負責人,桃園區中成里14鄰慈文路466號,(106)桃市都施使字第桃01201號,107/01/24,'1070001450,'107002
遇見鴻築大廈管理委員會,桃園區中信里12鄰國強一街170號,(103)桃縣工建使字第桃01108號,104/01/06,'1030095278,'104001
徐啟嘉管理負責人,桃園區中信里17鄰德華街126號,(102)桃縣工建使字第桃01091號,102/11/28,'1020295191,'102267
傑丞學學社區管理委員會,桃園區中原里1鄰宏昌十二街88號,(102)桃縣工建使字第桃00845號,103/02/10,'1030008948,'103034
豪門貴族二期,桃園區中埔一街315號,(82)桃縣工建使字第0488號,//,'245419,'890191
中正報喜大樓,桃園區中埔一街345號,(85)桃縣工建使字第0051號,086/12/01,'8600236176,'860320
早安公園社區管理委員會,桃園區中埔一街357號,(87)桃縣建使字第其00027號,087/08/03,'8700153431,'870167
合雄首璽社區管理委員會,桃園區中埔一街372號12樓,(99)桃縣工建使字第桃00489號,099/12/15,'0990499287,'990303
中埔社區管理負責人,桃園區中埔一街86號等,(96)桃縣工建使字第桃01282號,096/12/21,'0960429266,'
竹城橫綱社區,桃園區中埔一街88巷66號,(96)桃縣工建使字第桃02066號,097/03/11,'0970076492,'970033
竹城御賞管理委員會,桃園區中埔二街108號,(92)桃縣工建使字第桃01706號,093/07/01,'0930165950,'930091
千葉社區管理負責人,桃園區中埔二街13號,(99)桃縣工建使字第桃00229號,099/12/23,'0990569277,'990305
哥倫布社區管理委員會,桃園區中埔二街167-2號,(84)桃縣建使字第00267號,086/03/12,'8600045112,'860061
植村秀樹管理委員會,桃園區中埔二街177巷29號,(84)桃縣工建使字第315號,085/11/20,'8500264971,'920086
天韻社區管理委員會,桃園區中埔二街180號-198號,(98)桃縣工建使字第00958號,099/10/07,'0990398010,'990248
梵谷與我社區管理委員會,桃園區中埔二街204號(守衛室),(93)桃縣工建使字第桃00050號,093/04/16,'0930091281,'930044
竹城富士社區管理委員會,桃園區中埔二街51號,(94)桃縣工建使字第桃00600號,095/05/02,'0950142273,'950079
竹城昭和社區管理委員會,桃園區中埔五街15號2樓,(106)桃市都施使字第桃00064號,106/05/31,'1060032044,'106017
廿一世紀社區,桃園區中埔五街1巷10號,(76)桃縣工建使字第00308號共3筆使照,087/01/02,'8600250553,'860341
喜願公寓大廈管理委員會,桃園區中埔五街34號,(91)桃縣工建使字第桃00341號,091/08/05,'0910168230,'910089
懷石賞社區管理委員會,桃園區中埔六街10號,(92)桃縣工建使字第桃00001號,092/05/28,'0920117147,'920055
竹城賞社區管理委員會,桃園區中埔六街117號,(88)桃縣工建使字第桃01151號,089/01/28,'8900021231,'890023
貴族名家社區管理負責人,桃園區中埔六街121號7樓,(79)桃縣工建使字第00194號,098/01/22,'0980029760,'102241
歐洲桂冠社區管理委員會,桃園區中埔六街131號(管理室),(93)桃縣工建使字第桃01472號,094/03/29,'0940081268,'940047
中正大第D棟社區,桃園區中埔六街169-1號6樓,(83)桃縣建使字第00235號,087/07/29,'8700149515,'870165
中正大第公寓大廈,桃園區中埔六街190巷1號(管理室),(83)桃縣工建使字第0236號,085/11/28,'8500269908,'
雙璽社區公寓大廈管理委員會,桃園區中埔六街19號,(94)桃縣工建使字第桃02317號,095/05/30,'0950154524,'950099
中國龍公寓大廈管理委員會,桃園區中埔六街34巷1號,(87)桃縣工建使字第桃01348號,088/05/27,'8800110523,'880093
涵碧賞管理委員會,桃園區中埔六街37號等,(93)桃縣工建使字第桃01025號,094/01/11,'0940009981,'940003
竹城箱根管理委員會,桃園區中埔六街56號,(90)桃縣工建使字第桃01269號,091/06/03,'0910118732,'910050
晶璽社區管理委員會,桃園區中埔六街59號等,(94)桃縣工建使字第桃02223號,095/07/27,'0950215497,'950147
爵品社區管理委員會,桃園區中埔六街77號1樓,(98)桃縣工建使字第桃01102號,099/04/29,'0990162368,'990091
中正京華大廈管理委員會,桃園區中埔六街85號9樓,(94)桃縣工建使字第桃01067號,095/01/04,'0950003963,'950004
芷園社區管理負責人,桃園區中埔里24鄰中寧街9巷2號,76桃縣建管使字第0782號(部份),103/11/20,'1030086251,'103256
惠瑜大廈管理負責人,桃園區中華路100號等,(97)桃縣工建使字第桃01627號,097/10/27,'0970358637,'
東林大樓,桃園區中華路10號等,(77)桃縣工建使字第其078號,095/12/27,'0950393797,'095282
桃園市中華大樓管理委員會,桃園區中華路111號之2-1,(73)桃縣建使字第00111號,091/07/01,'0910138288,'910068
國王新廈管理委員會,桃園區中華路118號,(77)桃縣建使字第00107號,090/09/04,'9000162174,'900094
摩登共同廣場大樓管理委員會,桃園區中華路16號,(82)桃縣工建使字第00366號,086/03/13,'8600046893,'860065
鑫華通商大樓,桃園區中華路33號,(83)桃縣工建使字第其391號,085/12/24,'8500287741,'940021
巴黎站前商業住宅大樓社區管理負責人,桃園區中華路3號16樓之8,(86)桃縣工建使字第桃其343號,095/01/16,'0950018031,'
京澄清朗社區管理委員會,桃園區中聖里6鄰中山路881號,(102)桃縣工建使字第桃01204號,103/04/03,'1030021942,'103075
桃花源社區管理負責人,桃園區中路北街50巷8弄2-3號,(96)桃縣工建使字第桃00308號,098/03/23,'0980105774,'
竹城鶴岡社區管理委員會,桃園區中寧里大興西路二段139巷23號,(97)桃縣工建使字第桃00829號,098/09/09,'0980351596,'980164
城市大亨公寓大廈管理委員會,桃園區中寧里大興西路二段26號,(83)桃縣建使字第00299號,085/09/16,'8500206527,'900081
帝璽社區管理委員會,桃園區中寧里中正路889號3樓,(102)桃縣工建使字第桃00734號,103/02/27,'1030013171,'103054
紐約客花園天廈,桃園區中福街62號,(81)桃縣工建使字第00035號,086/01/08,'8600003356,'860116
麗園道公寓大廈管理委員會,桃園區中德里5鄰國際一路162號7F,(102)桃縣工建使字第桃00292號,102/08/05,'1020193177,'102179
聚豐耘II管理委員會,桃園區中德里6鄰國際路1段63號10樓之1,(105)桃市都施使字第桃00004號,107/03/07,'1070013503,'107009
竹城新城社區管理委員會,桃園區中德里9鄰桃智路5號,(101)桃縣工建使字第桃01193號,102/10/22,'1020261535,'102235
首邑社區管理負責人,桃園區中興里30鄰中山北路195號,(102)桃縣工建使字第桃00259號,103/06/18,'1030042249,'103136
芝加哥新都社區管理委員會,桃園區中興里4鄰中山北路187號,80桃縣工建使字第其0191號,103/06/30,'1030045212,'103147
百福園公寓,桃園區中興街118號等及中興街43號等,(77)桃縣建使字第01116號,092/10/15,'0920237730,'920118
春日新城B棟,桃園區中興路88號,(75)桃縣建使字第01011號,090/11/29,'9000243152,'900137
愛荷華社區管理委員會,桃園區仁愛路46巷42號,(88)桃縣工建使字第桃02298號,089/10/16,'8900210362,'890167
